c_International_plan,c_Voice_mail_plan,Number vmail messages,Total minutes,Total charge,Customer service calls,Churn
0,0,0,646.5,68.53,0,0
0,0,0,583.7,63.71999999999999,2,0
0,0,0,584.1999999999999,65.14,0,0
0,0,0,727.7,73.06,3,0
0,0,0,638.4,56.71,3,0
0,0,0,630.0,68.99,2,0
0,0,0,645.3,60.97,1,0
0,1,37,567.1,60.39,1,0
0,0,0,764.8999999999999,79.36999999999999,3,1
0,0,0,592.9,58.31,2,0
0,0,0,570.3,55.55,1,0
0,0,0,590.4999999999999,61.419999999999995,1,0
0,0,0,438.2,49.74,3,0
0,0,0,545.6,59.86000000000001,4,0
0,1,27,645.9,69.81,0,0
0,0,0,514.4000000000001,48.830000000000005,1,0
0,0,0,585.0,61.44,0,0
0,0,0,629.5,54.870000000000005,0,0
0,0,0,757.6,78.13,4,1
0,1,43,633.6999999999999,63.79,1,0
0,0,0,719.7,64.77000000000001,1,0
0,0,0,558.6999999999999,58.5,5,0
0,1,15,557.9,56.309999999999995,1,0
0,0,0,601.6,57.57000000000001,1,0
1,0,0,589.1999999999999,69.44,1,0
0,0,0,519.5,64.93,1,0
0,0,0,570.3,56.78,1,0
0,0,0,623.0,53.160000000000004,3,0
0,0,0,575.2,59.47,1,0
0,0,0,455.20000000000005,50.81,1,0
0,0,0,567.1,66.49,2,0
0,1,26,694.3000000000001,74.05,2,0
0,1,31,501.7,45.599999999999994,0,0
0,0,0,701.2,63.71,1,0
0,0,0,657.8,63.29,2,0
0,0,0,432.59999999999997,48.77,0,0
0,0,0,483.09999999999997,43.33,1,0
0,1,27,597.7,59.370000000000005,1,1
0,0,0,496.6,46.910000000000004,4,1
0,0,0,571.0,56.67,2,0
0,0,0,502.79999999999995,47.93,2,0
0,1,35,627.4,66.73,0,0
0,0,0,621.8,55.68000000000001,1,0
1,1,29,504.5,46.96,0,0
0,0,0,725.6,85.46,2,1
0,0,0,601.9000000000001,58.5,7,0
0,0,0,574.8,61.84,0,0
0,0,0,714.2,75.08000000000001,1,1
0,0,0,481.0,51.489999999999995,4,1
0,1,24,490.09999999999997,45.010000000000005,1,0
0,0,0,591.4000000000001,60.41,6,0
0,1,25,515.5,41.150000000000006,0,0
0,1,32,540.1,53.72,0,0
0,0,0,807.2,85.7,5,1
0,0,0,453.80000000000007,47.60000000000001,2,0
0,1,24,827.2,77.98,1,0
0,0,0,851.8,88.13000000000001,0,1
0,0,0,448.8,40.2,2,0
0,0,0,625.8000000000001,55.24,2,0
0,0,0,528.9,43.93000000000001,0,0
0,0,0,780.9000000000001,71.98000000000002,1,0
0,0,0,533.6,57.059999999999995,1,0
0,0,0,455.0,43.06999999999999,1,0
0,0,0,537.1999999999999,47.83,1,0
0,0,0,755.8,71.78000000000002,1,0
0,0,0,371.90000000000003,32.92,1,0
0,0,0,508.79999999999995,56.42999999999999,0,0
0,1,24,476.8,48.129999999999995,0,0
0,1,24,519.3,53.31,2,0
0,0,0,608.2,64.88999999999999,1,0
0,0,0,640.3999999999999,57.26,0,0
0,0,0,671.7,69.89,1,0
1,0,0,555.0,52.18,1,1
0,0,0,450.2,44.120000000000005,1,0
0,0,0,717.9,72.44000000000001,4,0
0,1,37,682.8000000000001,62.43,0,0
0,0,0,594.5999999999999,52.62,1,0
0,0,0,582.9999999999999,47.47,2,0
0,0,0,630.5,62.629999999999995,0,0
0,0,0,581.8,61.51,0,0
0,0,0,683.4,65.85,1,0
0,1,28,560.8000000000001,55.919999999999995,4,1
0,0,0,570.2,56.56,2,0
0,0,0,736.3,78.77000000000001,2,1
0,0,0,579.1999999999999,54.14,1,0
0,0,0,644.0999999999999,70.01,1,0
0,0,0,523.4,47.9,1,0
0,0,0,525.8000000000001,58.129999999999995,3,0
1,0,0,635.9,60.919999999999995,0,0
0,1,23,621.1999999999999,67.21,3,0
0,0,0,487.70000000000005,50.13,2,0
0,0,0,613.8,63.0,3,0
0,0,0,693.0,72.14,0,0
0,1,30,600.5999999999999,55.339999999999996,1,0
0,1,31,600.8999999999999,62.36,1,0
0,0,0,558.1,59.709999999999994,0,0
0,0,0,554.5,63.26,0,0
0,1,33,601.2,61.88999999999999,1,1
0,0,0,591.1999999999999,62.85,0,0
0,0,0,632.4,62.1,1,0
0,0,0,557.5999999999999,62.86,1,0
0,0,0,466.00000000000006,49.0,0,0
0,1,31,595.5,56.77,6,0
0,0,0,539.4,48.76,0,0
0,1,21,495.09999999999997,48.209999999999994,4,1
0,0,0,781.6,83.52000000000001,4,1
0,0,0,551.6,48.35000000000001,0,0
0,1,24,626.6,53.31,1,0
0,1,33,535.3,52.89,1,0
0,0,0,667.3,67.59,1,0
0,0,0,655.0,61.74000000000001,1,0
1,0,0,884.9999999999999,96.15,1,1
0,1,15,466.20000000000005,43.68,1,0
1,1,27,717.6,78.17,1,1
0,0,0,528.1,53.620000000000005,3,0
0,0,0,623.6,73.05,1,0
0,1,31,749.9,69.26,0,0
0,1,26,313.3,33.32,1,0
0,0,0,533.4,47.620000000000005,0,0
0,1,33,709.4,75.07,3,0
0,0,0,495.09999999999997,53.88999999999999,1,0
0,0,0,511.4,48.21,0,0
0,0,0,602.4000000000001,62.14,0,0
0,0,0,434.9,53.900000000000006,0,0
0,0,0,635.8,75.28999999999999,2,1
0,0,0,561.9,49.550000000000004,1,0
0,1,32,551.0999999999999,50.290000000000006,2,0
0,1,27,507.6,56.519999999999996,1,0
0,0,0,649.5999999999999,67.6,2,0
0,0,0,568.1,52.65,1,0
0,1,42,486.29999999999995,44.779999999999994,2,0
0,0,0,528.9,55.72,3,0
0,0,0,636.5,60.330000000000005,2,0
0,0,0,569.5999999999999,48.480000000000004,2,0
0,0,0,513.0,43.410000000000004,0,0
0,0,0,663.6,69.83,0,0
0,0,0,499.0,48.43,1,0
0,0,0,606.1999999999999,61.18,2,0
0,0,0,675.6999999999999,75.11999999999999,1,1
0,1,33,596.0,55.91,2,0
0,0,0,518.4000000000001,52.0,0,0
0,0,0,468.09999999999997,48.46,2,0
1,0,0,621.3000000000001,57.61000000000001,1,0
0,1,28,555.8,50.78,2,0
1,0,0,711.4,69.16,1,1
0,0,0,662.2,66.29,1,0
0,1,42,673.0999999999999,68.68,2,1
0,0,0,490.90000000000003,48.44,1,0
0,0,0,589.5,63.660000000000004,1,0
0,0,0,594.3000000000001,62.5,2,0
0,1,32,533.8,52.87,3,0
1,0,0,482.99999999999994,47.519999999999996,0,0
0,0,0,386.80000000000007,39.13,5,1
0,0,0,606.2,53.49,2,0
0,0,0,658.1000000000001,64.18,4,0
0,1,38,664.4000000000001,71.63999999999999,0,0
1,1,24,527.4999999999999,44.99,0,0
0,0,0,559.3,55.73,3,0
0,0,0,702.8000000000001,70.37,0,0
0,0,0,635.6,58.910000000000004,0,0
0,0,0,611.7,64.93,0,0
0,0,0,564.3,52.28,1,0
0,1,25,470.1,43.23,2,0
0,0,0,667.5,72.44,0,0
1,0,0,446.2,33.64,1,0
0,0,0,605.4000000000001,57.49999999999999,2,0
0,0,0,453.49999999999994,47.66,1,0
0,1,38,408.4,42.099999999999994,1,0
0,0,0,491.9,58.029999999999994,0,0
0,0,0,542.0999999999999,63.809999999999995,1,0
0,0,0,470.90000000000003,52.35000000000001,1,0
0,1,26,447.6,42.790000000000006,1,0
0,0,0,495.59999999999997,42.44,1,0
1,1,30,544.1,51.4,2,0
0,1,29,621.0,68.26,0,0
0,1,25,719.8,71.02,0,0
0,0,0,610.8000000000001,60.76,1,0
0,0,0,520.5,55.99,0,0
0,0,0,583.9,57.870000000000005,1,0
0,0,0,537.1999999999999,53.11,1,0
0,1,25,435.00000000000006,56.24,1,0
0,0,0,632.7,67.39999999999999,2,0
0,0,0,573.9,57.98,0,0
0,0,0,649.4000000000001,66.14999999999999,1,0
0,0,0,587.0,57.36,0,0
0,1,19,744.4,80.65,1,0
0,0,0,643.5999999999999,71.88,3,0
0,0,0,596.0999999999999,70.05,2,0
0,0,0,632.6999999999999,56.44,3,0
0,0,0,700.2,68.75999999999999,1,0
0,1,42,579.5,50.629999999999995,0,0
0,0,0,573.7,62.629999999999995,2,0
0,0,0,526.6999999999999,53.160000000000004,0,0
0,0,0,538.8000000000001,56.85,2,0
0,0,0,530.2,55.96,1,0
0,0,0,515.7,43.73,2,0
0,0,0,639.8,72.39,1,0
0,1,29,767.7,81.38,1,0
0,0,0,569.6999999999999,58.010000000000005,1,0
0,0,0,595.8000000000001,68.45000000000002,3,0
0,1,35,696.0,69.15,1,0
0,0,0,595.5,58.89,2,0
0,0,0,503.9,51.269999999999996,4,1
0,0,0,596.8000000000001,58.51,0,0
0,1,28,615.6,65.64,2,1
0,0,0,638.7,62.019999999999996,3,0
0,0,0,535.0999999999999,58.1,3,0
0,0,0,663.9999999999999,59.97,2,0
0,0,0,574.3,47.69,0,0
0,0,0,553.4000000000001,64.79,1,0
0,1,15,693.6999999999999,64.99,1,0
0,0,0,552.4000000000001,56.4,1,1
0,0,0,602.8,56.839999999999996,3,0
0,0,0,635.4,66.64,3,0
0,0,0,687.6,66.77,1,1
0,1,24,655.4,57.400000000000006,2,0
0,0,0,507.40000000000003,48.42,2,0
0,1,19,500.3,44.040000000000006,2,0
1,1,31,527.3,57.28000000000001,2,0
0,0,0,415.6,39.18,2,0
0,1,25,590.8,65.99,1,0
0,1,37,480.5,42.519999999999996,1,0
0,0,0,541.3,52.24,5,1
0,0,0,588.6999999999999,64.54,1,0
0,1,33,670.6,72.27000000000001,2,0
1,1,26,753.9,79.56000000000002,1,1
0,1,34,652.9999999999999,60.47,1,0
0,0,0,549.8000000000001,54.17,1,0
0,0,0,593.0,64.36999999999999,2,0
0,1,39,583.1,62.05,1,0
0,0,0,614.1,62.45,1,0
0,0,0,499.5,46.58,6,1
0,0,0,498.1,51.84,0,0
0,1,32,632.3000000000001,70.21,0,0
0,0,0,495.30000000000007,54.19,5,1
0,1,24,506.5,58.03,0,0
0,0,0,485.2,56.919999999999995,1,0
0,0,0,444.20000000000005,41.459999999999994,1,0
0,1,26,562.5,62.17,1,0
0,0,0,522.3,50.9,4,1
0,0,0,478.90000000000003,53.94,1,0
0,0,0,543.4,51.58,1,0
1,0,0,604.6,60.85,1,0
0,1,28,444.3,42.59,0,0
1,0,0,639.9,59.14,3,0
0,0,0,428.0,48.97999999999999,0,0
0,1,30,766.8000000000001,70.12,1,0
0,1,32,461.90000000000003,52.150000000000006,2,0
1,1,26,779.4,86.84,0,0
0,0,0,511.79999999999995,47.23,3,0
0,0,0,606.4999999999999,57.68,1,0
0,0,0,614.4,57.339999999999996,1,0
0,0,0,484.00000000000006,51.63,1,0
0,0,0,512.3000000000001,57.24999999999999,2,0
0,1,39,536.9,47.919999999999995,1,0
0,1,32,501.6,55.699999999999996,0,0
0,0,0,583.8000000000001,60.37,4,0
0,0,0,588.4,51.370000000000005,3,0
0,1,36,525.0,56.47,3,0
0,1,23,555.5999999999999,65.7,1,0
0,0,0,601.4,63.81999999999999,0,0
0,1,35,675.1,68.68,1,0
0,0,0,633.1,74.75,3,1
0,1,32,571.6,58.4,2,0
0,0,0,661.8,65.92,2,0
0,0,0,652.5999999999999,66.64,3,0
0,1,12,574.6,54.71,0,0
0,1,26,720.1999999999999,70.88000000000001,2,0
0,1,28,553.6,54.31,0,0
0,0,0,384.2,41.03,0,0
1,0,0,555.3000000000001,55.4,2,0
1,0,0,780.0,76.17999999999999,4,1
0,0,0,573.2,58.95,1,0
0,0,0,615.5,63.94,1,0
0,0,0,519.0,61.080000000000005,1,0
0,0,0,738.4999999999999,72.1,4,0
0,1,26,478.4,47.919999999999995,2,0
0,1,33,679.2,70.57,1,0
0,1,25,665.6,69.86,1,0
0,1,35,695.4,69.07,2,0
0,1,39,657.1999999999999,61.84,1,0
1,0,0,664.0,72.24,1,1
0,0,0,580.3,60.07,1,0
0,0,0,612.7,62.01,3,0
0,0,0,622.3,71.38,1,0
0,0,0,630.8000000000001,61.55,1,0
0,0,0,597.6,60.32999999999999,1,0
0,0,0,632.6999999999999,66.47,1,0
0,0,0,581.8000000000001,51.239999999999995,2,0
0,1,28,724.3,74.58999999999999,3,0
0,0,0,600.6,60.31999999999999,1,0
0,0,0,550.4000000000001,54.68,2,0
0,0,0,545.1,52.25,2,0
0,0,0,476.50000000000006,52.57,1,0
0,0,0,541.3,57.879999999999995,2,0
0,1,33,507.40000000000003,55.99,0,0
0,1,37,605.8,57.58,1,0
0,0,0,560.4,47.82,2,0
0,0,0,690.7,69.89999999999999,1,0
0,0,0,684.6999999999999,75.71,0,1
0,0,0,626.5,69.36,0,1
0,0,0,459.50000000000006,45.43,2,0
0,0,0,506.6,55.15,0,0
1,1,24,789.0,73.15,3,0
0,1,34,603.3000000000001,56.44,4,1
0,0,0,624.1,64.48,5,0
1,0,0,639.6,72.13999999999999,3,0
0,1,38,720.5,68.92999999999999,1,0
0,0,0,570.8000000000001,54.970000000000006,2,0
0,0,0,625.4000000000001,62.050000000000004,5,0
0,0,0,579.9,51.34,1,0
0,0,0,663.1999999999999,71.25,2,0
0,0,0,466.3,45.5,1,0
0,0,0,593.8,56.879999999999995,3,0
0,0,0,590.8,64.61,2,0
0,1,33,685.1999999999999,64.68,2,1
0,0,0,573.3,54.91,2,0
1,0,0,698.8000000000001,68.17,2,0
0,0,0,589.9,55.9,3,0
0,1,31,487.0,57.07000000000001,1,1
0,0,0,482.70000000000005,48.959999999999994,1,0
0,1,39,679.9000000000001,74.01,1,0
0,0,0,486.2,49.900000000000006,0,0
0,0,0,655.0,61.67,1,0
0,1,45,491.5,49.24,4,1
0,0,0,646.7,63.080000000000005,0,0
1,1,37,780.4999999999999,77.11,1,0
0,0,0,617.2,60.22,4,0
0,0,0,517.4,45.39000000000001,6,1
0,0,0,539.0,56.87,0,0
0,1,27,603.9,47.93,2,0
0,1,24,643.3,65.37,1,0
0,0,0,694.1,75.14,0,1
0,0,0,636.8000000000001,56.54,2,0
0,0,0,596.6,52.38,0,1
0,0,0,537.8,53.28,0,0
0,0,0,743.5,73.04,4,0
0,0,0,374.4,42.63999999999999,2,0
0,0,0,723.6,77.48,5,1
0,1,46,624.1,66.65,4,0
0,1,14,516.3,47.199999999999996,1,0
0,0,0,495.5,54.04,2,0
0,0,0,587.6,66.6,1,0
0,0,0,604.0,51.43000000000001,0,0
0,0,0,639.0,70.44999999999999,0,0
0,1,30,674.1,59.13,1,0
0,0,0,609.7,67.9,0,0
0,0,0,549.5999999999999,58.540000000000006,0,0
0,0,0,686.9,68.99,2,0
0,1,31,651.4999999999999,63.74,2,0
0,1,22,712.4,73.89,1,0
0,0,0,595.1,60.97,3,0
0,0,0,484.1,43.31,3,0
0,0,0,646.1,74.25000000000001,1,1
0,0,0,615.5999999999999,64.49000000000001,1,0
0,0,0,545.8,44.78000000000001,3,0
0,0,0,640.0000000000001,62.199999999999996,3,1
0,0,0,544.8,58.67,3,0
0,0,0,561.0,58.01,0,0
1,0,0,607.4,58.099999999999994,2,0
0,0,0,457.49999999999994,39.57,1,1
0,0,0,617.1,57.019999999999996,1,0
0,0,0,482.70000000000005,59.88,2,0
0,0,0,468.09999999999997,52.22,3,0
0,0,0,498.20000000000005,60.019999999999996,2,0
0,0,0,612.9000000000001,61.010000000000005,2,0
0,1,29,827.7,70.38,2,0
0,0,0,535.7,60.24,2,0
0,0,0,636.8000000000001,68.1,3,0
0,1,31,544.6,58.86,2,0
0,0,0,596.3,62.410000000000004,1,0
1,0,0,472.70000000000005,45.400000000000006,2,1
0,0,0,648.1999999999999,65.01,0,0
0,0,0,568.8,55.12,2,0
0,1,31,573.3,54.620000000000005,6,1
0,0,0,669.4999999999999,67.18,2,0
0,0,0,551.0,50.120000000000005,2,0
0,1,29,563.9999999999999,57.17,2,0
0,0,0,618.4,64.89,3,0
0,1,32,609.6,65.7,3,0
0,0,0,690.8000000000001,79.75999999999999,1,1
0,0,0,662.9,72.34,3,0
1,0,0,642.8,66.49,0,1
0,0,0,592.3999999999999,57.38,2,0
1,0,0,512.0,52.44,4,1
0,0,0,614.1,60.55,1,0
0,1,24,535.4,54.43,2,0
0,0,0,508.9,60.73,0,0
0,0,0,333.5,22.93,4,1
1,0,0,514.1,49.769999999999996,1,1
0,0,0,657.0,67.66999999999999,0,0
0,0,0,640.5,58.87,1,0
0,1,22,530.0,49.309999999999995,2,0
0,0,0,762.0999999999999,82.58,0,1
0,0,0,491.49999999999994,42.58,1,0
0,1,16,531.9000000000001,46.239999999999995,0,0
0,0,0,592.6,52.11,0,0
0,0,0,546.6999999999999,54.86,2,0
0,1,31,750.7,84.30000000000001,3,0
0,0,0,579.8,53.81999999999999,1,0
0,0,0,726.0,71.04,1,1
0,0,0,396.90000000000003,41.29,2,0
0,0,0,703.8000000000001,69.79,1,0
0,0,0,370.2,38.18,3,0
0,1,31,613.6,51.96,3,0
0,0,0,779.6,78.82,1,1
0,0,0,600.6,61.66,1,0
0,0,0,506.2,43.910000000000004,3,0
1,0,0,609.6,66.60999999999999,1,0
0,0,0,558.7,61.480000000000004,4,0
0,0,0,612.9,58.0,1,0
0,0,0,518.7,46.01,4,1
0,1,32,594.6,58.76,0,0
0,1,42,747.3,70.49,0,0
0,0,0,777.1000000000001,76.3,4,1
0,1,34,502.69999999999993,48.06,1,0
1,1,43,617.4,58.529999999999994,1,0
0,0,0,469.4,43.35,1,0
0,1,39,709.8,75.07,2,0
0,1,21,541.8000000000001,53.89000000000001,2,0
0,0,0,447.5,35.379999999999995,3,0
0,0,0,546.4999999999999,45.58,0,0
0,1,35,497.30000000000007,51.540000000000006,0,0
0,0,0,580.7,49.37,1,0
1,0,0,567.1999999999999,58.63,4,0
0,0,0,626.9999999999999,65.01,1,0
0,0,0,360.3,37.88,1,0
0,1,29,588.6,55.88,3,0
0,0,0,696.0,74.36,3,1
0,0,0,652.2,71.44,1,0
1,1,27,559.0,57.8,4,0
0,0,0,368.09999999999997,25.87,1,0
0,1,19,592.9,52.08,1,0
0,0,0,614.4,60.0,4,0
0,0,0,505.3,47.14,3,0
0,0,0,680.4000000000001,66.77000000000001,1,0
0,0,0,486.20000000000005,50.129999999999995,0,0
0,1,39,480.1,43.04,3,0
0,0,0,640.0,57.279999999999994,1,0
0,1,30,672.4,64.34,0,0
0,0,0,646.8,60.6,1,0
0,0,0,534.6,54.31,1,0
0,1,24,589.1,54.940000000000005,1,0
0,0,0,559.0,53.17,0,0
0,0,0,674.9,66.14999999999999,3,0
0,0,0,435.0,40.0,1,0
1,1,37,563.8000000000001,63.36,2,0
0,0,0,434.6,39.92,2,0
1,0,0,553.6999999999999,54.489999999999995,3,1
0,1,20,702.3,75.69,0,0
0,1,31,649.0000000000001,59.35999999999999,1,0
1,1,28,418.6,39.550000000000004,1,0
0,0,0,600.5,55.05000000000001,0,0
0,0,0,580.5,66.5,2,0
1,0,0,599.6,66.15,2,0
0,1,38,646.4,64.76,1,0
0,1,34,697.2,68.78,1,0
0,1,37,548.6,51.51,2,0
1,1,19,508.9,49.94,0,1
0,1,26,605.5,67.37,1,0
1,1,34,685.0,72.41000000000001,4,0
0,0,0,679.0,68.78,2,0
0,0,0,577.3,54.72,0,0
0,0,0,485.6,50.410000000000004,1,0
0,1,47,715.3,75.99999999999999,1,0
0,0,0,614.1999999999999,62.330000000000005,1,1
1,0,0,541.7,59.529999999999994,1,0
0,0,0,653.0,65.02,3,0
0,1,8,781.2,72.02,1,0
0,0,0,574.7,56.37,0,0
0,0,0,596.6999999999999,65.42,4,0
0,0,0,686.9,72.87,4,0
0,0,0,472.59999999999997,46.839999999999996,0,0
0,1,33,600.5,64.1,2,0
0,0,0,560.9,52.169999999999995,2,0
0,1,40,582.7,62.3,2,0
0,1,44,621.6,61.269999999999996,2,1
0,0,0,706.8000000000001,60.27,1,0
0,1,33,478.0,43.36,1,0
0,0,0,515.0,46.02,1,0
0,0,0,593.9,54.190000000000005,1,0
0,0,0,615.4,63.56,0,0
0,0,0,546.1999999999999,57.699999999999996,3,0
0,0,0,499.6,40.25,0,0
0,0,0,499.0,57.53,2,0
0,0,0,603.5000000000001,57.099999999999994,1,0
0,0,0,658.0,64.07,3,0
0,0,0,460.3,44.07,1,0
0,0,0,472.5,39.120000000000005,0,0
1,1,35,630.1999999999999,63.43000000000001,0,1
0,1,27,522.9000000000001,47.440000000000005,3,0
0,1,27,570.9000000000001,62.94,0,0
0,1,41,466.2,53.71000000000001,1,0
0,0,0,618.9,60.56,0,0
1,0,0,714.1000000000001,79.54,1,1
1,0,0,664.9,72.78,1,0
0,0,0,535.4,48.13,0,0
0,0,0,372.1,36.67999999999999,3,0
0,0,0,659.2,71.53999999999999,2,0
0,1,16,721.0999999999999,65.57000000000001,1,0
0,0,0,497.40000000000003,43.48,0,0
0,1,34,542.1999999999999,58.61,2,0
0,0,0,552.4,61.379999999999995,3,0
1,0,0,689.7,69.07000000000001,1,0
1,0,0,570.2,52.54,3,1
0,0,0,509.2,49.77000000000001,1,0
0,0,0,621.3000000000001,55.72,0,0
0,1,44,709.8000000000001,72.23,0,0
0,0,0,615.8,64.59,2,0
0,0,0,574.2,48.279999999999994,2,0
0,0,0,711.1,69.95,1,0
0,0,0,603.0999999999999,61.300000000000004,1,0
0,0,0,687.1,72.68,1,0
0,1,30,471.40000000000003,49.33,4,1
0,0,0,618.4999999999999,63.410000000000004,2,0
0,1,32,687.0999999999999,71.69,0,0
0,0,0,520.8,55.45,1,0
0,0,0,674.0,64.09,0,0
0,0,0,581.0999999999999,53.89000000000001,3,0
0,0,0,622.7,63.18,1,0
1,1,17,648.5,68.01,2,0
0,0,0,663.0,59.79,2,0
0,0,0,679.3000000000001,71.24,2,0
0,0,0,617.8,61.96,1,0
0,0,0,685.8000000000001,62.38,3,0
0,1,40,632.8000000000001,67.25000000000001,3,0
0,0,0,666.0,72.32999999999998,1,0
0,0,0,680.8000000000001,69.03,1,0
0,1,14,490.79999999999995,56.790000000000006,1,0
0,0,0,666.3,70.21,2,0
0,0,0,662.0,60.66,1,0
0,0,0,518.0,48.720000000000006,2,0
0,0,0,716.6,71.28999999999999,1,1
0,0,0,613.8,64.31,1,0
0,0,0,609.1,60.7,2,0
0,1,35,567.6,55.86000000000001,2,0
0,0,0,649.1,62.85999999999999,3,0
0,0,0,600.9,55.169999999999995,1,0
0,0,0,535.6999999999999,48.94,2,0
0,0,0,445.6,42.97,1,0
0,1,23,603.9999999999999,66.01,2,0
0,0,0,582.8,52.31,0,0
0,0,0,597.9,62.519999999999996,0,1
0,0,0,756.9,77.16,1,1
1,0,0,409.6,33.849999999999994,4,1
0,1,18,503.8,50.839999999999996,0,1
1,0,0,734.1999999999999,75.48,2,1
0,0,0,736.5,74.89,1,1
0,0,0,657.9000000000001,67.53999999999999,2,0
0,0,0,489.0,40.32,0,0
1,1,21,535.5,54.53,4,1
0,0,0,364.59999999999997,30.830000000000002,5,1
1,0,0,509.7,60.050000000000004,0,0
0,0,0,452.9,42.11000000000001,3,0
0,1,36,676.1,67.7,3,0
1,0,0,708.9999999999999,71.47,0,0
0,0,0,518.6,53.75,1,0
0,1,38,515.0,60.29,2,0
0,0,0,499.70000000000005,49.480000000000004,1,0
0,0,0,547.0,49.08,1,0
0,0,0,622.5999999999999,71.10000000000001,1,0
0,0,0,396.0,35.709999999999994,2,0
0,0,0,657.8000000000001,63.18,0,1
0,0,0,672.5,68.61999999999999,0,0
0,0,0,606.8,65.24,1,0
0,1,22,557.7,58.190000000000005,2,0
0,1,32,680.1999999999999,59.800000000000004,2,0
0,1,34,611.4,53.269999999999996,2,0
0,0,0,640.1,67.19,2,0
0,0,0,540.6999999999999,56.29,0,0
0,1,39,543.5999999999999,57.92999999999999,1,0
0,0,0,455.5,43.730000000000004,0,0
0,1,38,653.1,69.00999999999999,2,0
0,0,0,607.8000000000001,50.66,0,0
0,1,27,594.6999999999999,53.68,1,0
0,1,31,612.0,61.47,0,0
0,0,0,620.8,58.95,2,0
0,0,0,596.2,64.09,1,0
0,0,0,614.5,57.07,1,0
0,1,14,546.3000000000001,51.88,1,0
1,1,40,664.7,69.81,1,0
0,1,35,512.6,51.25999999999999,1,0
0,0,0,506.4,48.17,3,0
0,0,0,572.6,58.309999999999995,1,0
0,0,0,528.1,52.6,2,0
0,1,38,451.9,54.86,2,0
0,1,29,744.0000000000001,79.30000000000001,0,0
0,1,34,587.1,60.089999999999996,1,0
0,0,0,551.0,50.449999999999996,1,0
0,1,25,718.0,71.78,0,0
0,0,0,573.2,54.81,1,0
0,0,0,755.1,74.06,2,1
0,0,0,451.4,38.9,1,0
0,0,0,609.4000000000001,63.43,1,0
1,0,0,608.3,60.62,1,0
0,0,0,561.6999999999999,51.47,1,0
0,1,39,619.4999999999999,66.39999999999999,1,0
0,1,29,386.80000000000007,45.27,2,0
0,0,0,629.4999999999999,63.24,1,0
0,1,26,652.2,59.0,0,0
1,0,0,767.6,81.41,0,1
1,1,44,639.2,69.7,3,0
0,1,33,481.6,46.529999999999994,2,0
0,0,0,770.0000000000001,71.16000000000001,0,0
0,1,25,686.5,69.86,2,0
0,0,0,700.9,64.64,0,0
1,0,0,773.5,69.45,4,0
0,1,20,474.7,42.47,0,0
0,0,0,693.8,63.08,2,0
0,0,0,604.5999999999999,61.699999999999996,3,0
0,0,0,729.5,76.98,1,1
0,0,0,658.1999999999999,59.489999999999995,2,0
0,0,0,636.6999999999999,60.51,0,0
1,0,0,580.3,53.58,0,0
0,0,0,504.4,47.07,4,1
0,1,35,588.7,64.33,0,0
0,1,21,348.0,25.52,0,0
0,0,0,576.1,61.129999999999995,1,0
0,0,0,550.5,57.4,1,0
0,0,0,591.1,66.05000000000001,2,0
0,1,38,818.5,78.89,0,0
0,0,0,528.4000000000001,59.550000000000004,1,0
0,0,0,510.09999999999997,57.14,2,0
0,0,0,432.8,41.519999999999996,1,0
0,0,0,601.6,55.120000000000005,2,0
0,0,0,571.9000000000001,65.13,2,0
0,0,0,576.5999999999999,57.230000000000004,2,0
0,0,0,661.0,63.94,0,0
0,0,0,623.9,60.940000000000005,2,0
0,1,29,699.1999999999999,66.12,1,0
0,0,0,691.1999999999999,69.89999999999999,2,0
0,0,0,516.4,52.529999999999994,6,1
0,0,0,497.79999999999995,52.17999999999999,2,0
0,0,0,611.6,64.88,3,0
1,0,0,653.6,68.07000000000001,1,0
0,0,0,626.9,53.58,3,0
0,0,0,667.1999999999999,77.3,0,1
0,0,0,556.8,60.17,1,0
0,0,0,690.2,64.27,0,0
0,1,31,602.8000000000001,72.02999999999999,1,0
1,0,0,490.40000000000003,58.45,1,1
0,1,23,630.7,71.9,1,0
0,1,12,404.8,37.38,1,0
0,0,0,587.5,53.36,3,0
0,1,28,629.6000000000001,53.239999999999995,1,0
0,0,0,483.8,47.230000000000004,2,0
0,0,0,582.1999999999999,57.09,2,0
0,1,36,503.20000000000005,57.22,0,0
0,0,0,587.9000000000001,67.98,3,0
0,1,38,620.8,66.59,1,0
1,0,0,537.2,52.07,5,1
0,1,33,593.6999999999999,61.03,2,0
0,1,31,448.7,52.57000000000001,3,0
0,0,0,504.99999999999994,56.04,0,0
0,0,0,543.9,54.69,1,0
0,1,35,687.1,68.39,1,0
0,1,24,585.0,51.76,1,0
0,0,0,727.5999999999999,63.28,2,0
0,0,0,558.7,60.4,2,0
1,0,0,702.9,73.25,1,1
0,0,0,600.0,55.849999999999994,0,0
0,0,0,471.2,46.480000000000004,2,0
0,0,0,589.7,58.93,1,0
0,0,0,656.1999999999999,58.85,1,0
0,0,0,815.8000000000001,88.66,0,1
0,0,0,604.5000000000001,56.2,1,0
0,1,30,676.9,67.59,2,0
0,0,0,408.30000000000007,39.81,2,0
0,0,0,490.2,48.11,3,0
0,0,0,382.3,31.339999999999996,3,0
0,0,0,445.0,38.95,3,0
0,1,39,522.6999999999999,46.7,1,0
